"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"buy_sell_price";"gross_profitability"
"Alquiler de Piso en calle Guadalupe";"Hacienda del Álamo Golf";1400;1;2;0;"Primero";2;113;"Segunda mano/buen estado";1;0;0;1;1;1;"hacienda del alamo golf";NA;178132;9.43120831742753
"Alquiler de Piso en calle Princesa";"El Carmen";900;1;2;0;"Ultimos_pisos";3;95;"Segunda mano/buen estado";1;1;1;0;0;1;"el carmen";NA;264736;4.07953583947782
"Alquiler de Ático en calle Dios Baal, 12";"Playa Honda-Playa Paraíso";650;0;2;0;"Primero";2;123;"Segunda mano/buen estado";1;1;1;1;1;1;"playa honda-playa paraiso";NA;209356;3.72571122872046
"Alquiler de Piso en calle Rosalía de Castro, 44";"Guadalupe";1000;1;2;0;"Primero";4;160;"Segunda mano/buen estado";1;1;1;0;1;1;"guadalupe";NA;247249;4.85340688941108
"Alquiler de Piso en avenida Gran Vía de la Manga s/n";"Playa del Esparto-Veneziola";600;1;1;0;"Ultimos_pisos";1;50;"Segunda mano/buen estado";1;1;0;1;1;0;"playa del esparto-veneziola";NA;156580;4.5982884148678
"Alquiler de Piso en calle Huerto de las Bombas s/n";"Santa María de Gracia";975;1;1;0;"Ultimos_pisos";3;105;"Segunda mano/buen estado";1;0;1;0;0;1;"santa maria de gracia";NA;195705;5.97838583582433
"Alquiler de Chalet adosado en calle Milagros, 2";"Espinardo";1100;0;2;0;"Muchas_plantas";4;120;"Segunda mano/buen estado";0;0;0;0;0;0;"espinardo";NA;160690;8.21457464683552
"Alquiler de Piso en calle Capitanes Ripoll";"Casco Antiguo";900;0;1;0;"Bajo";2;75;"Segunda mano/buen estado";1;0;0;0;1;1;"casco antiguo";NA;95788;11.2748987347058
"Alquiler de Piso en calle Luis Federico Guirao";"Santiago de la Ribera";600;0;1;1;"Otro";2;70;"Segunda mano/buen estado";1;0;0;0;0;1;"santiago de la ribera";NA;95045;7.57535904045452
"Alquiler de Piso en calle Cantil";"San Javier";700;1;2;0;"Bajo";2;85;"Segunda mano/buen estado";1;1;0;1;0;1;"san javier";"San Javier";147699;5.68724229683342
"Alquiler de Piso en calle Isidoro de la Cierva, 4";"San Lorenzo";1000;1;2;0;"Primero";3;136;"Segunda mano/buen estado";1;0;0;1;0;0;"san lorenzo";NA;164886;7.27775554019141
"Alquiler de Piso en calle de la Granja";"Santiago de la Ribera";650;1;1;1;"Otro";1;65;"Segunda mano/buen estado";1;1;1;1;0;1;"santiago de la ribera";NA;109059;7.15209198690617
"Alquiler de Piso en calle Abuelitos, 1 , 1-b";"Los Dolores";650;1;2;0;"Primero";3;95;"Segunda mano/buen estado";1;1;1;0;1;1;"los dolores";NA;219152;3.55917354165146
"Alquiler de Ático en calle Victoria, 21";"San Javier";700;0;2;0;"Primero";3;120;"Segunda mano/buen estado";1;1;1;0;1;1;"san javier";"San Javier";225927;3.7180151110757
"Alquiler de Ático en calle Depósito de Agua, 10";"Cabo de Palos";575;1;1;0;"Intermedios";2;100;"Segunda mano/buen estado";1;1;0;1;0;1;"cabo de palos";NA;107734;6.40466333747935
"Alquiler de Piso en plaza de España";"Casco Antiguo";895;0;1;0;"Intermedios";3;80;"Segunda mano/buen estado";0;1;1;0;1;1;"casco antiguo";NA;117827;9.11505851799672
"Alquiler de Piso en Gran Vía de la Manga, 123";"Playa del Galán";900;0;1;0;"Intermedios";2;60;"Segunda mano/buen estado";1;1;1;1;0;0;"playa del galan";NA;90758;11.8997774300888
"Alquiler de Casa o chalet independiente en calle Corredera, 38";"Javalí Viejo";600;0;2;0;"Muchas_plantas";4;200;"Segunda mano/buen estado";1;1;0;0;0;1;"javali viejo";NA;244174;2.94871689860509
"Alquiler de Piso en calle Ángel Bruna, 50";"Ensanche";860;1;2;0;"Ultimos_pisos";4;115;"Segunda mano/buen estado";1;0;1;0;0;1;"ensanche";NA;258458;3.99291180772118
"Alquiler de Piso en avenida Premios Principe de Asturias";"Roldán";700;1;1;1;"Otro";2;70;"Segunda mano/buen estado";1;1;1;1;0;1;"roldan";NA;112947;7.43711652367925
"Alquiler de Piso en San Lorenzo";"san lorenzo";1400;1;2;0;"Intermedios";1;106;"Segunda mano/buen estado";1;0;0;0;1;1;"san lorenzo";NA;177417;9.46921659142021
"Alquiler de Piso en calle Cánovas del Castillo";"Santiago de la Ribera";550;0;2;1;"Otro";3;80;"Segunda mano/buen estado";1;0;0;1;0;0;"santiago de la ribera";NA;130080;5.07380073800738
"Alquiler de Ático en La Purísima-Barriomar";"la purísima-barriomar";500;1;1;0;"Ultimos_pisos";0;50;"Segunda mano/buen estado";1;1;0;0;1;1;"la purisima-barriomar";NA;182428;3.28896879864933
"Alquiler de Piso en calle Cornamusa";"Los Narejos-Punta Calera";550;0;1;1;"Otro";3;60;"Segunda mano/buen estado";1;0;0;1;0;1;"los narejos-punta calera";NA;76969;8.57488079616469
"Alquiler de Piso en ronda de Garay, 39";"San Juan";980;1;2;0;"Primero";4;145;"Segunda mano/buen estado";1;1;1;0;1;1;"san juan";NA;241197;4.87568253336484
"Alquiler de Chalet adosado en calle Río Misissipi, 43";"Los Cuarteros";1000;0;2;0;"Muchas_plantas";2;76;"Segunda mano/buen estado";1;1;0;0;0;0;"los cuarteros";NA;178593;6.7191883220507
"Alquiler de Piso en Centro";"Águilas";700;1;1;0;"Bajo";2;80;"Segunda mano/buen estado";1;1;0;1;1;1;"centro";NA;101424;8.28206341694274
"Alquiler de Ático en calle Islas Columbretes, 33";"Los Alcázares";800;1;2;1;"Intermedios";3;100;"Segunda mano/buen estado";1;1;0;1;1;1;"los alcazares";"Los Alcázares";177522;5.40778044411397
"Alquiler de Casa o chalet independiente en travesía Fuensanta 1, 5";"San Benito-Patiño";900;0;2;1;"Muchas_plantas";4;164;"Segunda mano/buen estado";1;1;1;1;0;1;"san benito-patino";NA;226498;4.7682540243181
"Alquiler de Chalet pareado en calle América";"Espinardo";1300;0;2;0;"Primero";5;180;"Segunda mano/buen estado";0;1;0;0;0;0;"espinardo";NA;192018;8.12423835265444
"Alquiler de Piso en calle Tirso de Molina, 7";"San Ginés-Virgen de la Caridad";750;1;1;0;"Intermedios";3;90;"Segunda mano/buen estado";0;0;1;0;0;1;"san gines-virgen de la caridad";NA;96366;9.33939356204471
"Alquiler de Piso en calle Pintor Muñoz Barberán, 8";"El Palmar";630;1;2;0;"Primero";2;85;"Segunda mano/buen estado";1;0;0;0;1;1;"el palmar";NA;182746;4.13688945312072
"Alquiler de Piso en Espinardo";"espinardo";900;1;2;1;"Intermedios";4;97;"Segunda mano/buen estado";0;0;0;0;1;1;"espinardo";NA;154696;6.98143455551533
"Alquiler de Piso en calle Mar Menor";"Santa María de Gracia";1360;0;2;0;"Primero";4;120;"Segunda mano/buen estado";1;0;1;0;1;0;"santa maria de gracia";NA;199772;8.1693130168392
"Alquiler de Chalet adosado en calle Alcaraván, 13";"Los Peñascos-El Salero-Los Imbernones";850;0;1;0;"Primero";2;70;"Segunda mano/buen estado";1;1;0;1;1;1;"los penascos-el salero-los imbernones";NA;116839;8.72996174222648
"Alquiler de Piso en ronda de Levante, 8";"La Fama";1200;1;2;0;"Intermedios";4;127;"Segunda mano/buen estado";1;0;0;0;1;1;"la fama";NA;191501;7.51954297888784
"Alquiler de Piso en calle Filomena Ayuso Alpañez, 11";"El Palmar";700;1;2;1;"Intermedios";3;110;"Segunda mano/buen estado";1;1;1;1;1;1;"el palmar";NA;195840;4.28921568627451
"Alquiler de Piso en calle Escultor Roque López s/n";"San Miguel";950;1;2;0;"Primero";4;120;"Segunda mano/buen estado";1;0;0;0;0;0;"san miguel";NA;176211;6.4695166590054
"Alquiler de Ático en calle de la estrella, 27";"El Puntal";750;1;2;0;"Primero";2;95;"Segunda mano/buen estado";0;1;0;1;1;1;"el puntal";NA;163907;5.49091863068691
"Alquiler de Piso en avenida Juan Carlos I, 4";"Centro";500;0;2;0;"Primero";3;95;"Segunda mano/buen estado";1;1;1;0;1;0;"centro";NA;204033;2.94070076899325
"Alquiler de Chalet adosado en Islas Menores-Mar de Cristal";"islas menores-mar de cristal";1200;0;2;0;"Muchas_plantas";4;90;"Segunda mano/buen estado";1;1;0;1;0;1;"islas menores-mar de cristal";NA;183877;7.83132202504935
"Alquiler de Piso en calle de la Iglesía, 3";"Los Alcázares";1500;0;2;0;"Intermedios";3;95;"Segunda mano/buen estado";1;0;1;0;0;0;"los alcazares";"Los Alcázares";163292;11.0231977071749
"Alquiler de Piso en calle Conde de Aranda";"Centro";1700;0;1;0;"Bajo";3;85;"Segunda mano/buen estado";0;0;0;0;1;0;"centro";NA;66707;30.5814981935929
"Alquiler de Piso en plaza de España";"Alameda";900;1;2;0;"Intermedios";2;70;"Segunda mano/buen estado";1;0;1;0;0;1;"alameda";NA;166453;6.48831802370639
"Alquiler de Piso en calle San Pedro s/n";"San Pedro";700;0;1;0;"Intermedios";2;80;"Segunda mano/buen estado";1;0;0;0;0;1;"san pedro";NA;96046;8.74580929971055
"Alquiler de Piso en Juan Carlos I, 23";"juan carlos i";800;1;2;0;"Primero";2;70;"Segunda mano/buen estado";0;0;0;1;1;1;"juan carlos i";NA;137602;6.97664278135492
"Alquiler de Estudio en calle Pintor Villacis";"Catedral";600;1;1;0;"Primero";0;40;"Segunda mano/buen estado";0;0;0;0;1;1;"catedral";NA;80820;8.9086859688196
"Alquiler de Ático en calle poligono g, 9";"Playa del Esparto-Veneziola";800;1;2;0;"Ultimos_pisos";2;80;"Segunda mano/buen estado";1;1;1;1;1;1;"playa del esparto-veneziola";NA;253492;3.78710176258028
"Alquiler de Ático en Jumilla";"jumilla";700;1;2;0;"Ultimos_pisos";3;160;"Segunda mano/buen estado";0;1;0;1;1;0;"jumilla";"Jumilla";238374;3.52387424803041
"Alquiler de Piso en San Pedro";"san pedro";1400;1;2;0;"Bajo";3;135;"Segunda mano/buen estado";1;0;0;1;1;1;"san pedro";NA;166117;10.1133538409675
"Alquiler de Piso en calle Carlos Marín Menú";"Centro";750;1;1;0;"Intermedios";3;117;"Segunda mano/buen estado";1;0;1;0;1;1;"centro";NA;143030;6.29238621268265
"Alquiler de Piso en calle Pizarro";"Las Lomas-Las Yucas";480;1;1;0;"Primero";2;75;"Segunda mano/buen estado";1;0;1;0;1;0;"las lomas-las yucas";NA;124339;4.63249664224419
"Alquiler de Piso en calle Nicaragua, 1";"El Carmen";950;1;2;0;"Ultimos_pisos";4;100;"Segunda mano/buen estado";1;0;1;0;1;1;"el carmen";NA;264996;4.30195172757325
"Alquiler de Piso en avenida Juan Carlos I, 56";"Juan Carlos I";715;1;1;1;"Intermedios";1;60;"Segunda mano/buen estado";1;0;1;1;1;1;"juan carlos i";NA;98858;8.67911549899856
"Alquiler de Piso en avenida de Burgos, 5";"El Palmar";650;1;1;1;"Primero";2;75;"Segunda mano/buen estado";1;1;1;1;1;1;"el palmar";NA;134931;5.78073237432466
"Alquiler de Piso en avenida Don Juan de Borbón, 55";"Juan de Borbón";699;1;1;1;"Intermedios";1;52;"Segunda mano/buen estado";1;0;0;1;0;1;"juan de borbon";NA;68757;12.1994851433309
"Alquiler de Piso en San Antón";"san antón";550;0;1;0;"Intermedios";3;85;"Segunda mano/buen estado";0;0;1;0;1;0;"san anton";NA;91820;7.18797647571335
"Alquiler de Piso en calle San Basilio, 4";"Alameda";1200;1;3;0;"Ultimos_pisos";4;150;"Segunda mano/buen estado";1;0;1;0;0;0;"alameda";NA;317622;4.53369099117819
"Alquiler de Piso en Playa del Esparto-Veneziola";"del";1000;1;1;0;"Ultimos_pisos";1;60;"Segunda mano/buen estado";1;0;1;0;1;1;"playa del esparto-veneziola";NA;186397;6.43787185416074
"Alquiler de Piso en calle Arquitecto Juan José Belmonte, 1";"Vista Alegre";900;1;2;0;"Primero";3;100;"Segunda mano/buen estado";0;0;0;0;0;0;"vista alegre";NA;143092;7.54759175914796
"Alquiler de Piso en ronda Norte, 7";"San Antón";1200;1;2;0;"Primero";3;110;"Segunda mano/buen estado";1;1;1;0;0;0;"san anton";NA;200807;7.17106475371874
"Alquiler de Piso en San Lorenzo";"san lorenzo";1600;1;2;1;"Intermedios";4;198;"Segunda mano/buen estado";1;1;0;1;1;1;"san lorenzo";NA;218936;8.76968611831768
"Alquiler de Piso en Peral-La Vereda";"peral-la vereda";700;1;2;0;"Primero";2;65;"Segunda mano/buen estado";1;0;0;0;1;0;"peral-la vereda";NA;162869;5.15751923324881
"Alquiler de Piso en San Lorenzo";"san lorenzo";850;1;1;0;"Ultimos_pisos";2;80;"Segunda mano/buen estado";1;0;0;0;1;1;"san lorenzo";NA;182055;5.60270248001977
"Alquiler de Ático en plaza Circular";"La Fama";1200;1;2;0;"Ultimos_pisos";4;170;"Segunda mano/buen estado";1;1;0;0;0;0;"la fama";NA;270780;5.31797030799911
"Alquiler de Chalet adosado en carretera de Murcia, 122";"Cehegin";550;0;3;0;"Muchas_plantas";4;110;"Segunda mano/buen estado";0;1;0;1;1;0;"cehegin";"Cehegín";226399;2.91520722264674
"Alquiler de Piso en Gran Vía de la Manga s/n";"Playa del Galán";700;0;1;0;"Primero";1;40;"Segunda mano/buen estado";0;0;1;1;1;1;"playa del galan";NA;77749;10.8039974790673
"Alquiler de Piso en calle Sagasta";"San Nicolás";650;1;1;0;"Primero";1;55;"Segunda mano/buen estado";0;0;1;0;0;0;"san nicolas";NA;78628;9.9201302335046
"Alquiler de Piso en San Juan";"san juan";900;1;2;0;"Primero";3;95;"Segunda mano/buen estado";1;1;0;0;1;1;"san juan";NA;204869;5.27166140314054
"Alquiler de Piso en pliego";"pliego";900;1;1;0;"Primero";1;50;"Segunda mano/buen estado";0;0;0;0;0;0;"pliego";"Pliego";62328;17.3276857912977
"Alquiler de Dúplex en ronda Sur";"ronda sur";1000;1;2;1;"Ultimos_pisos";4;135;"Segunda mano/buen estado";1;1;0;1;0;1;"ronda sur";NA;251031;4.78028610012309
"Alquiler de Chalet adosado en calle Jeronimo de Alcala s/n";"Los Alcázares";500;0;1;0;"Primero";4;100;"Segunda mano/buen estado";0;0;0;0;1;0;"los alcazares";"Los Alcázares";97392;6.16067028092656
"Alquiler de Piso en La Ñora";"la ñora";1000;0;2;0;"Intermedios";4;130;"Segunda mano/buen estado";1;0;1;0;1;1;"la nora";NA;203682;5.8915368073762
"Alquiler de Casa o chalet en calle Magón";"Playa Honda-Playa Paraíso";800;0;2;1;"Muchas_plantas";2;75;"Segunda mano/buen estado";1;1;1;1;0;1;"playa honda-playa paraiso";NA;186846;5.13792106868758
"Alquiler de Casa o chalet en calle Jaime el Conquistador";"Lo Pagán";450;0;1;1;"Muchas_plantas";2;60;"Segunda mano/buen estado";1;1;1;0;0;1;"lo pagan";NA;139857;3.861086681396
"Alquiler de Piso en ronda Sur";"ronda sur";750;1;2;0;"Intermedios";2;75;"Segunda mano/buen estado";1;0;0;1;0;1;"ronda sur";NA;138276;6.50872168706066
"Alquiler de Chalet pareado en calle Costa Dorada";"El Mojón-Las Salinas";1500;0;2;0;"Muchas_plantas";5;180;"Segunda mano/buen estado";1;1;0;1;0;1;"el mojon-las salinas";NA;222062;8.10584431375021
"Alquiler de Piso en Urbanización Jardín del Mar, 8";"Playa de las Gaviotas-El Pedrucho";650;1;1;1;"Ultimos_pisos";2;80;"Segunda mano/buen estado";1;0;1;1;1;1;"playa de las gaviotas-el pedrucho";NA;178905;4.35985578938543
"Alquiler de Dúplex en Los Narejos-Punta Calera";"Los Alcázares";1200;0;3;0;"Bajo";4;96;"Segunda mano/buen estado";1;1;1;1;0;1;"los alcazares";"Los Alcázares";223697;6.43727899793024
"Alquiler de Dúplex en Los Narejos-Punta Calera";"Los Alcázares";750;0;3;1;"Intermedios";4;150;"Segunda mano/buen estado";0;1;0;1;1;0;"los alcazares";"Los Alcázares";218117;4.12622583292453
"Alquiler de Casa o chalet en calle Oslo";"Los Cuarteros";650;0;1;1;"Muchas_plantas";2;65;"Segunda mano/buen estado";1;0;0;0;0;0;"los cuarteros";NA;99567;7.83392087739914
"Alquiler de Casa o chalet en calle Alaska";"El Mojón-Las Salinas";690;0;1;1;"Muchas_plantas";2;90;"Segunda mano/buen estado";1;0;0;0;0;1;"el mojon-las salinas";NA;121462;6.81694686403978
"Alquiler de Piso en avenida Playa Honda, 2";"Playa Honda-Playa Paraíso";450;1;1;1;"Ultimos_pisos";1;68;"Segunda mano/buen estado";1;1;0;1;1;1;"playa honda-playa paraiso";NA;174128;3.10116695764036
"Alquiler de Chalet adosado en avenida Silva Muñoz, 31";"Llano de Brujas";760;0;2;1;"Muchas_plantas";3;135;"Segunda mano/buen estado";1;1;1;1;0;1;"llano de brujas";NA;212926;4.28317819336295
"Alquiler de Piso en San Miguel";"san miguel";1200;1;2;0;"Ultimos_pisos";4;114;"Segunda mano/buen estado";1;0;0;0;1;1;"san miguel";NA;256362;5.61705713015189
"Alquiler de Piso en Villa Morena s/n";"Playa de las Gaviotas-El Pedrucho";1400;1;1;0;"Primero";1;45;"Segunda mano/buen estado";1;1;0;1;0;1;"playa de las gaviotas-el pedrucho";NA;95603;17.5726703136931
"Alquiler de Casa o chalet en calle Albacete";"Los Alcázares";750;0;1;1;"Muchas_plantas";2;55;"Segunda mano/buen estado";1;0;0;0;0;0;"los alcazares";"Los Alcázares";95532;9.42092701921869
"Alquiler de Piso en calle Manuel Wssell de Guimbarda";"Casco Antiguo";600;1;1;0;"Intermedios";1;40;"Segunda mano/buen estado";1;0;1;0;0;0;"casco antiguo";NA;83824;8.58942546287459
"Alquiler de Estudio en calle Alfaro";"Santa Catalina-San Bartolomé";680;1;1;0;"Intermedios";0;33;"Segunda mano/buen estado";1;0;0;0;0;1;"santa catalina-san bartolome";NA;76653;10.645375914837
"Alquiler de Ático en paseo del Portón, 10";"La Ñora";1100;1;2;1;"Intermedios";4;153;"Segunda mano/buen estado";1;1;0;1;1;1;"la nora";NA;200778;6.57442548486388
"Alquiler de Piso en calle Caridad";"San Pedro del Pinatar";900;1;1;0;"Otro";2;85;"Segunda mano/buen estado";1;0;1;0;0;1;"san pedro del pinatar";"San Pedro del Pinatar";120213;8.98405330538294
"Alquiler de Piso en Urbanización los geranios, 1";"Cabo de Palos";1400;0;1;0;"Primero";3;100;"Segunda mano/buen estado";1;1;1;0;0;0;"cabo de palos";NA;136612;12.2976019676163
"Alquiler de Piso en calle San Nicolás, 2 a";"Corvera";650;1;2;0;"Intermedios";3;100;"Segunda mano/buen estado";0;0;1;0;0;0;"corvera";NA;145443;5.36292568222603
"Alquiler de Piso en avenida Don Juan de Borbon, 220";"Juan de Borbón";800;1;2;0;"Primero";3;100;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;174756;5.4933736180732
"Alquiler de Piso en calle Mayor, 41";"La Ñora";1000;0;2;0;"Primero";3;100;"Segunda mano/buen estado";1;0;1;0;0;1;"la nora";NA;189048;6.34759426177479
"Alquiler de Piso en calle Santa Ana";"Santiago de la Ribera";1000;0;1;1;"Otro";2;110;"Segunda mano/buen estado";1;1;1;1;0;1;"santiago de la ribera";NA;125775;9.54084675014908
"Alquiler de Piso en calle Abadejo";"Roldán";750;1;1;1;"Otro";2;80;"Segunda mano/buen estado";1;1;1;1;0;1;"roldan";NA;116982;7.69349130635482
"Alquiler de Piso en calle Zarandona, 4";"Catedral";1600;1;2;1;"Primero";4;165;"Segunda mano/buen estado";1;0;1;1;0;1;"catedral";NA;203026;9.45691684808842
"Alquiler de Ático en calle Ortega y Gasset, 19";"Las Lomas-Las Yucas";550;1;1;0;"Intermedios";2;80;"Segunda mano/buen estado";0;1;1;0;0;1;"las lomas-las yucas";NA;106679;6.18678465302449
"Alquiler de Piso en calle Cala Reona, 46";"Cabo de Palos";650;1;1;1;"Primero";2;75;"Segunda mano/buen estado";1;1;0;1;1;1;"cabo de palos";NA;120648;6.4650885219813
"Alquiler de Piso en calle Alférez Moreno";"Santiago de la Ribera";550;1;1;0;"Bajo";2;90;"Segunda mano/buen estado";1;1;0;0;1;1;"santiago de la ribera";NA;121371;5.43787230887115
"Alquiler de Piso en calle Virgen de la Caridad, 100";"Santiago de la Ribera";560;0;1;0;"Intermedios";1;45;"Segunda mano/buen estado";1;1;0;0;0;0;"santiago de la ribera";NA;84465;7.95595808914935
"Alquiler de Piso en calle k, 5";"Playa de las Gaviotas-El Pedrucho";1111;1;2;0;"Intermedios";3;125;"Segunda mano/buen estado";1;1;1;0;1;0;"playa de las gaviotas-el pedrucho";NA;207518;6.42450293468518
"Alquiler de Piso en Urbanización Jardín del Mar";"Playa de las Gaviotas-El Pedrucho";600;0;1;1;"Otro";1;50;"Segunda mano/buen estado";1;1;1;0;0;1;"playa de las gaviotas-el pedrucho";NA;115606;6.22805044720862
"Alquiler de Piso en Barrio Veneziola j, 11";"Playa del Esparto-Veneziola";550;1;2;0;"Ultimos_pisos";2;90;"Segunda mano/buen estado";1;1;0;0;0;1;"playa del esparto-veneziola";NA;246566;2.67676808643527
"Alquiler de Piso en calle Carlos Marín Menú, 40";"Centro";475;1;1;0;"Primero";2;70;"Segunda mano/buen estado";1;1;0;0;1;1;"centro";NA;136063;4.18923586867848
"Alquiler de Piso en paseo Alcalde Mariano Yúfera Guirao, 11";"Puerto";650;1;1;1;"Primero";2;75;"Segunda mano/buen estado";1;1;0;0;0;0;"puerto";NA;112163;6.95416492069577
"Alquiler de Piso en avenida Gran Vía de la Manga, 5 Km";"Playa del Galán";1350;1;2;0;"Ultimos_pisos";2;120;"Segunda mano/buen estado";1;1;0;0;0;0;"playa del galan";NA;246865;6.56229113077998
"Alquiler de Piso en San Ginés-Virgen de la Caridad";"san ginés-virgen de la caridad";800;0;1;0;"Intermedios";4;78;"Segunda mano/buen estado";0;0;1;0;0;0;"san gines-virgen de la caridad";NA;78275;12.2644522516768
"Alquiler de Piso en avenida Virgen de Loreto, 163";"Santiago de la Ribera";600;0;2;0;"Intermedios";3;120;"Segunda mano/buen estado";1;1;1;0;0;1;"santiago de la ribera";NA;201405;3.57488642287927
"Alquiler de Piso en calle Parque de Doñana, 57";"Bahía";375;1;1;0;"Primero";2;82;"Segunda mano/buen estado";1;1;0;0;1;1;"bahia";NA;140905;3.19364110570952
"Alquiler de Piso en avenida Virgen de Loreto";"Santiago de la Ribera";650;0;2;1;"Otro";3;85;"Segunda mano/buen estado";1;0;1;0;0;1;"santiago de la ribera";NA;174099;4.48020953595368
"Alquiler de Piso en Urbanizacion Albatros, 4";"Playa del Galán";650;0;2;0;"Intermedios";2;73;"Segunda mano/buen estado";1;0;1;1;1;1;"playa del galan";NA;161030;4.84381792212631
"Alquiler de Ático en calle Nicomedes Gómez, 12";"Islas Menores-Mar de Cristal";700;1;1;0;"Intermedios";2;130;"Segunda mano/buen estado";1;1;1;1;1;1;"islas menores-mar de cristal";NA;146712;5.72550302633731
"Alquiler de Piso en Gran Vía de la Manga, 10 Km";"Playa de las Gaviotas-El Pedrucho";1200;1;1;0;"Intermedios";1;60;"Segunda mano/buen estado";1;1;0;0;0;0;"playa de las gaviotas-el pedrucho";NA;93829;15.3470675377549
"Alquiler de Piso en Casco Antiguo";"casco antiguo";750;1;1;0;"Intermedios";1;67;"Segunda mano/buen estado";1;0;1;0;1;1;"casco antiguo";NA;119115;7.55572346052135
"Alquiler de Piso en calle Río Jarama, 54";"Playa Honda-Playa Paraíso";550;1;1;1;"Ultimos_pisos";2;70;"Segunda mano/buen estado";1;0;1;0;0;0;"playa honda-playa paraiso";NA;166385;3.96670372930252
